archive_id,ad_creative_body,page_name,partisanship
751097985413115,"I need strong leaders, like YOU, who want to help me run a cutting edge campaign. You can become a part of history by joining a grassroots movement committed to supporting our American First agenda. Please contribute any amount before 11:59 TONIGHT to become a Founding Member of my 2020 Presidential Task Force",Donald J. Trump,conservative
290909685201479,"My campaign team just told me we may not make our January fundraising goal. We CANNOT let this happen. Contribute $100, $50, $25, or even just $10 TODAY!",Donald J. Trump,conservative
1524456611070376,"Since taking office, President Donald Trump:

✅Has REBUILT our military
✅REPAIRED a broken VA
✅ELIMINATED the world's deadliest terrorists.

Today, America is SAFER and STRONGER than ever. He takes his sworn duty seriously.",Donald J. Trump,conservative
1248491828840534,"After FOUR DECADES in the Washington Swamp, Joe Biden has accomplished nothing. 

He’s just a washed-up, career politician being used as a PAWN by the Radical Left.

The fact is, Sleepy Joe is not the leader of his party. He is the helpless puppet of the Democrats.

Yikes. Does that sound like someone who’s ready to lead a Country?

Please donate now to show the President what you REALLY think about Joe Biden.",Donald J. Trump,conservative
3640199892675193,"Dangerous MOBS of far-left groups are running through our streets and causing absolute mayhem. They are DESTROYING our cities and rioting - it’s absolute madness.

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for their radical actions any longer. We're calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA.

Please add your name IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",Team Trump,conservative
217164766089990,"***LIMITED TIME ONLY: PRESIDENT’S DAY SALE***

Use code PRESIDENT for 25% off the OFFICIAL TRUMP STORE!",Donald J. Trump,conservative
3571547746245457,"CONGRATS: You've won the Weekly Trump Patriot 500% Match! 

Contribute ANY AMOUNT in the next TWO HOURS for a 500% Match, and to get your name on the list of supporters we give to President Trump.",Mike Pence,conservative
2624154627863845,"The Fake News and the 2020 Socialists are getting more CORRUPT by the day; they're spreading LIES about YOUR President and trying to sell the American People on their radical agendas which would RUIN our Nation. It's despicable.

The stakes couldn’t be higher, and if we're going to WIN BIG we need to do something we've never done before. This is why President Trump just asked for a phone call to discuss our 2020 Campaign Strategy. Add your name before 9PM tonight to sign up for our Official 2020 Campaign Strategy call with President.",Donald J. Trump,conservative
330446688200524,"President Trump has spent the past three and a half years fighting for YOU!

It's time to show the Fake News Media and Democrat Elites how STRONG the Silent Majority is.

President Trump needs you to register to vote. This is the Election of our LIFETIME. 

A vote for President Trump is a vote to SAVE America. Register now.",Donald J. Trump,conservative
807094876759648,🚨VOTE NOVEMBER 3RD 🚨,Donald J. Trump,conservative
204371657547456,"You can now activate your 2020 Trump Gold Card Membership and order your Official Gold Card.

President Trump is ONLY inviting his TOP supporters, like YOU, to join this exclusive group, and we know he’s going to be very disappointed if we have to tell him you MISSED your chance to join.

Please contribute $35 or more by 11:59 PM TONIGHT to become a member, and we'll send you your very own PERSONALIZED Gold Card.",Donald J. Trump,conservative
515444949319766,"PROMISES MADE, PROMISES KEPT!

President Trump has spent the past three and a half years fighting for YOU!

It's time to show the Fake News Media and Democrat Elites how STRONG the Silent Majority is.

President Trump needs you to request your ballot. This is the Election of our LIFETIME. 

A vote for President Trump is a vote to SAVE America. Request your ballot.",Donald J. Trump,conservative
229229551553332,"President Trump has been named your 2020 Presumptive Nominee for President of the United States.

We are calling on YOU to take the next step by committing your vote in November. 

PLEDGE TO VOTE!",Donald J. Trump,conservative
225842802117049,"The Do-Nothing Democrats' open border's agenda is morally reprehensible. It is a great betrayal of the America People and our Country as a whole. As your Commander-in-Chief, I must put the safety of Americans above everything else, and I promise you that will never change. I'm reviewing the FIRST 500 responses in my office later today, and I really want to hear from YOU. Please take the Official Secure the Border Survey NOW to make sure I see YOUR response.",Donald J. Trump,conservative
2911215532295771,"The First Lady has never done a dinner sweepstakes before, but now we're offering YOU the chance to have dinner with her in Beverly Hills on March 18th. Our team will cover the cost of your flight, hotel, and meal for you and a guest of your choosing. I'd hate for you to miss out on this once-in-a-lifetime opportunity, so be sure to enter TODAY! Contribute ANY AMOUNT today for your chance to win dinner with the First Lady.",Donald J. Trump,conservative
456469328659674,🚨VOTE NOVEMBER 3RD 🚨,Donald J. Trump,conservative
309384587025946,"STAND WITH PRESIDENT TRUMP AGAINST JOE HIDEN

President Trump just delivered an EPIC speech, and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",Donald J. Trump,conservative
507763863203295,"Despite all the fake polls and so-called “experts” telling us it was impossible, we CRUSHED Crooked Hillary Clinton by winning 306 electoral votes in 2016.

We were able to flip SIX states that Barack Obama won in 2012 from blue to red while not letting Hillary win a single 2012 red state.

Our winning strategy that helped flip Wisconsin, Michigan, Pennsylvania, Ohio, Florida, and Iowa was simple: we outworked the other side.

Democrats hadn’t lost Wisconsin, Michigan, or Pennsylvania in nearly three decades, and Hillary was so confident in her “blue wall” that she didn’t even bother to campaign there.

The latest 2020 polls show that we are in a VERY good position to win big again next November. Democrats’ impeachment scam is DEEPLY unpopular among swing-state voters, and Nancy Pelosi seems quite content to lead her party off a cliff this year.

We aren’t taking a single state for granted. We have volunteers in all 50 states working tirelessly to ensure another Trump victory and help Keep America Great in 2020.

Since you’re one of my most trusted supporters, I want to give YOU the option to pick which state you want us to invest your contribution in.

Contribute NOW and select which 2020 swing-state YOU think your contributions would help the most.",Donald J. Trump,conservative
726105394805124,"Our campaign is in uncharted territory right now and we're having to rethink our entire strategy. We've moved all of our efforts entirely online and have been making BIG changes so that we can reach you and your family at home.

Our Virtual Campaign Fund will give us the resources necessary to fight through the Fake News filter and get President Trump’s message directly to the people. We’ll be able to get YOU the truth you deserve.

We’re working around the clock to ensure we’re able to reach every single voter in America - but to be successful, we need to make sure we have the resources to support our efforts.

Contribute to the BRAND NEW Virtual Campaign Fund!",Mike Pence,conservative
326266831747754,"Dangerous MOBS of far-left groups are running through our streets and causing absolute mayhem. They are DESTROYING our cities and rioting - it’s absolute madness.

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for their radical actions any longer. We're calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA.

Please donate IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",Donald J. Trump,conservative
148077516371619,"The First Lady has never done a dinner sweepstakes before, but now we're offering YOU the chance to have dinner with her in Beverly Hills on March 18th. Our team will cover the cost of your flight, hotel, and meal for you and a guest of your choosing. I'd hate for you to miss out on this once-in-a-lifetime opportunity, so be sure to enter TODAY! Contribute ANY AMOUNT today for your chance to win dinner with the First Lady.",Donald J. Trump,conservative
2505090736450759,We cannot count on Joe Biden to lead us through times of crisis.,Donald J. Trump,conservative
1123914731288553,"The Fake News and the 2020 Socialists are getting more CORRUPT by the day; they're spreading LIES about YOUR President and trying to sell the American People on their radical agendas which would RUIN our Nation. It's despicable.

The stakes couldn’t be higher, and if we're going to WIN BIG we need to do something we've never done before. This is why President Trump just asked for a phone call to discuss our 2020 Campaign Strategy. Add your name before 9PM tonight to sign up for our Official 2020 Campaign Strategy call with President.",Donald J. Trump,conservative
1896981940445087,"CONGRATULATIONS, JUDGE AMY CONEY BARRETT!

President Trump has just announced that Judge Amy Coney Barrett is our Supreme Court nominee.

Judge Barrett is a true Constitutionalist who is committed to upholding the rule of law, and President Trump is committed to seeing her Supreme Court confirmation through.

Confirming Judge Amy Coney Barrett to the Supreme Court is critical to Making America Great Again.

Please contribute ANY AMOUNT RIGHT NOW for an 800%-MATCH and to fight for your Country.",Donald J. Trump,conservative
1524689937713929,Join the team. Download the OFFICIAL Trump 2020 App TODAY!,Donald J. Trump,conservative
2791953014250977,"I'm pleased to present you this invitation to join the Trump 100 Club.

Trump 100 Club Members are going to be the ones I turn to when I need the advice of the American People. I'll be counting on your feedback to represent the views of millions of voters.

Joining the Trump 100 Club is absolutely paramount to our success, and that’s why I'm calling on YOU to step up and accept my offer. We are only inviting 100 Patriots, so don't miss your chance to be a part of this exclusive group

Please contribute TODAY to join the Trump 100 Club.",Donald J. Trump,conservative
521068065191751,"I'm counting on loyal supporters like YOU to answer the call to join the Trump Life Membership program. Your contribution today will help us identify and register THOUSANDS of new Trump voters, train volunteers, and get our POSITIVE America First message past the Liberal media filter. Please contribute $35 or more today to become an Official 2020 Trump Life Member and help us win BIG in November.",Donald J. Trump,conservative
247181529638761,"I'm having a HUGE rally in Charlotte, North Carolina on Monday, March 2nd at 7PM! I'd love to see you there! Get your free tickets here.",Donald J. Trump,conservative
666225527561457,"My team just launched a brand new ad to FIGHT BACK against their biased coverage and show all the great work we’ve been doing. The Left will do whatever it takes to keep us quiet, which is why we set up our Official Trump Ad Blitz Fund to make sure EVERY Patriot gets the chance to hear the FACTS.

With your help, I want to raise $3,000,000 in the NEXT 24 HOURS to send a strong message and to FLOOD THE AIRWAVES with this ad.

Getting this ad to the public is critical. That’s why the next 1,000 donations will be instantly DOUBLE-MATCHED. DONATE NOW!",Team Trump,conservative
767765353721057,I’ve asked my team to send me a list of every Patriot who stepped up during this critical time and contributed to our EMERGENCY 2020 Impeachment Defense Fund. Will I see your name?,Donald J. Trump,conservative
3049253941806213,"My team just launched a brand new ad to FIGHT BACK against their biased coverage and show all the great work we’ve been doing. The Left will do whatever it takes to keep us quiet, which is why we set up our Official Trump Ad Blitz Fund to make sure EVERY Patriot gets the chance to hear the FACTS.

With your help, I want to raise $3,000,000 in the NEXT 24 HOURS to send a strong message and to FLOOD THE AIRWAVES with this ad.

Getting this ad to the public is critical. That’s why the next 1,000 donations will be instantly DOUBLE-MATCHED. DONATE NOW!",Team Trump,conservative
657155025004731,September 22nd is National Voter Registration Day! Let's fuel America's future together.,ExxonMobil,conservative
577803732914821,"Our July End-of-Month Deadline is approaching and it is a CRITICAL measurement of our movement’s success. We need every Patriot to step up if we’re going to reach our CRITICAL $25,000,000 goal.

Remember, this deadline is SO important that President Trump has activated a 500%-MATCH to ALL donations made by 11:59 PM TONIGHT.
 
Please contribute by 11:59 PM TONIGHT to help us reach our $25,000,000 goal and to have your contribution 500%-MATCHED.",Mike Pence,conservative
1299853843692074,"ALL GIFTS 800% MATCHED

My campaign team just told me we may not make our October fundraising goal. 

We CANNOT risk Sleepy Joe gaining momentum. 

Please contribute ANY AMOUNT before 11:59 PM TONIGHT to help our movement and it will be 800% MATCHED!",Donald J. Trump,conservative
227453045194706,"💰Your $50 contribution will quadruple to $250 💰

For a limited time ONLY: ALL CONTRIBUTIONS WILL BE QUADRUPLE MATCHED. That means a $50 contribution will actually equal $250! 
That’s because it’s more important NOW than ever we keep America safe and BUILD THE WALL.

Thank you for your support. QUADRUPLE MATCH expires soon.",Donald J. Trump,conservative
172576817172117,I’m calling on my most fierce and loyal defenders to step up to the front lines of this nasty battle and FIGHT BACK.,Donald J. Trump,conservative
381733559652656,We cannot count on Joe Biden to lead us through times of crisis.,Donald J. Trump,conservative
1071840816506490,"Since you’ve played such a critical role in all of our success, I wanted to give you the chance to mark your calendars for any upcoming rallies in your area.

Sign Up for the Official Rally RSVP List to make sure you'll know exactly when I'll be visiting your city!",Donald J. Trump,conservative
904826380046484,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
504978930385059,🇺🇸🇺🇸🇺🇸 America needs strong leaders. Any help you can send is greatly appreciated.,Lindsey Graham,conservative
645819359651584,"Contribute for the chance to be President Trump's SPECIAL Guest at a Presidential Debate. 

This is the very FIRST opportunity to watch President Trump absolutely CRUSH Sleepy Joe. If you win, the team will cover your flight, hotel, and give you and a guest of your choice VIP ACCESS.

Please contribute TODAY to win a chance to be President Trump's special VIP guest at an upcoming Presidential Debate.",Donald J. Trump,conservative
824211211747050,"This election is paramount. We need to WIN!

Don't give in. You have to vote on November 3rd.",GOP,conservative
3225076340947954,"This election is paramount. We need to WIN!

Don't give in. You have to vote on November 3rd.",GOP,conservative
389101688792999,"BIDEN HAS SPENT THE LAST 47 YEARS BETRAYING THE AMERICAN PEOPLE

President Trump just delivered an EPIC speech and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",Donald J. Trump,conservative
301374370822142,"TAKE THE OFFICIAL APPROVAL POLL!

Please take the Official Trump Approval Poll before 11:59 PM TONIGHT to have your vote counted in the official results.",Mike Pence,conservative
794476991368407,"CONGRATULATIONS, JUDGE AMY CONEY BARRETT!

President Trump has just announced that Judge Amy Coney Barrett is our Supreme Court nominee.

Judge Barrett is a true Constitutionalist who is committed to upholding the rule of law, and President Trump is committed to seeing her Supreme Court confirmation through.

Confirming Judge Amy Coney Barrett to the Supreme Court is critical to Making America Great Again.

Please contribute ANY AMOUNT RIGHT NOW for an 800%-MATCH and to fight for your Country.",Donald J. Trump,conservative
327212291661207,Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.,Donald J. Trump,conservative
197996924682811,"Last year, over 30,000 American Patriots' names were broadcast LIVE during my State of the Union. This year one of those names could be yours! Sign up below to see your name during the live broadcast on February 4th.",Donald J. Trump,conservative
828210501022112,Our campaign has set a HIGH fundraising goal for the month of April. I know with YOUR help we can rise to the challenge. Let's crush our goal!,Donald J. Trump,conservative
366640247815910,"PRESIDENT TRUMP HAS LAUNCHED OPERATION WARPSPEED.

It is a HISTORIC effort to bring vaccines, therapeutics, and diagnostics to the American people in RECORD TIME. 

America is making a comeback.",Donald J. Trump,conservative
597809974179249,"Dangerous MOBS of far-left groups are running through our streets and causing absolute mayhem. They are DESTROYING our cities and rioting - it’s absolute madness.

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for their radical actions any longer. We're calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA.

Please add your name IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",Team Trump,conservative
182857396349809,"My team has put together this special sweepstakes for you and a friend to fly in, join us for dinner, and take a picture together. All it takes is any contribution before the deadline to be automatically entered for this once-in-a-lifetime chance. I'm excited to meet the lucky winner and a top supporter like you. So don't miss your chance. 
Enter to win dinner with me in Palm Beach with any contribution before 11:59 PM TONIGHT to have your name entered TWICE!",Donald J. Trump,conservative
725142448280539,"We know you are a loyal supporter. 

Tomorrow, we are giving President Trump a list of his BEST donors, and you're far down on the list. 

Contribute by 11:59PM to get your name in one of the TOP spots on the list we are showing the President.",Donald J. Trump,conservative
2583981825063767,"This survey is ESSENTIAL to our team's 2020 campaign strategy. We need Patriotic Americans like YOU to respond to this census, so we can develop a winning strategy for YOUR STATE. Your participating in this national effort will provide us with the detailed data we need for YOUR CONGRESSIONAL DISTRICT. It is important that we get as many responses as possible, so we can craft a winning messaging strategy.",Mike Pence,conservative
3113489638756648,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
3970926262977729,"JOE BIDEN WILL NEVER HOLD CHINA ACCOUNTABLE. 

President Trump needs you now more than ever. If Sleepy Joe won in November, he’d absolutely ruin all of our tremendous progress and America would suffer because of it.

Please add your name to our Official Petition by 11:59 PM TONIGHT to stand with President Trump against Sleepy Joe Biden in November.",Team Trump,conservative
1091155024587413,"***NOW THROUGH MONDAY: PRESIDENT’S DAY SALE***

Use code PRESIDENT for 25% off the OFFICIAL TRUMP STORE!",Donald J. Trump,conservative
1057467378002612,Join the team. Download the OFFICIAL Trump 2020 App TODAY!,Donald J. Trump,conservative
669830327262807,We can't cannot on Joe Biden to lead us through crisis.,Donald J. Trump,conservative
275090707087086,"LIMITED EDITION ITEMS!

Be one of the first with our new Fourth of July Merchandise!

30% off July 1st through the 5th!",Donald J. Trump,conservative
2514596885457171,"Corrupt politicians like Joe Biden, Adam Schiff, and Nancy Pelosi can’t hide behind their friends in the FAKE NEWS forever.

The American people deserve to know the truth about what Democrats are up to.

My team is sending me the results first thing tomorrow morning, so be sure to respond NOW.

Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure I see your response tomorrow.",Team Trump,conservative
275275353763961,"DEMOCRATS HAVE LOST THEIR MINDS.

Joe Biden’s supporters are pushing to ""DEFUND THE POLICE” and violent crime has EXPLODED.

We can’t stand by while these anarchists destroy our country!

Learn more about why Sleepy Joe is DANGEROUS for America.",Donald J. Trump,conservative
4601104479931248,"Biden led China through the process of receiving MOST-FAVORED-NATION status. His trade deals would send hard-working American jobs to CHINA.
Joe Biden will stand up for China, but he won't stand up for US! With Joe Biden, China is in charge.",Donald J. Trump,conservative
669608556964916,"🚨COMPLETE OFFICIAL DEMOCRAT CORRUPTION SURVEY🚨

Attention Republicans: I want you to see your responses. Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.",Donald J. Trump,conservative
715659062556976,"TikTok has been caught red handed by monitoring what is on your phone’s clipboard. 

Sign the petition now to BAN TikTok.",Donald J. Trump,conservative
320129895792669,"Patriots! November is crucial, it's time for YOU to get registered to vote. REGISTER NOW!",GOP,conservative
1432402516954580,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
1028425974204618,"Please take the Official Trump Military Survey before 11:59 PM TONIGHT to make sure I see your response.

My team is sending me the responses first thing tomorrow morning, so be sure to respond NOW.",Donald J. Trump,conservative
366953810957531,The RADICAL Left has taken over Joe Biden and the Democratic Party. Don't let them take over America.,Donald J. Trump,conservative
348271636191601,"OFFICIAL CONTEST: WIN VIP DINNER WITH ME IN NEW YORK

I want you to enter for the chance to have dinner with me on August 8th.

I am holding a very exclusive event in Southampton, New York, and as one of my top supporters, I wanted to make sure you got the invite first.

If you win, my team will cover your flight, your hotel, your 5-star dinner, AND you'll get VIP ACCESS. You can even bring a guest of your choice and we'll all take a picture together so that we can remember this moment forever.

Please contribute ANY AMOUNT TODAY to win a chance to join me.",Team Trump,conservative
634369484157283,"Do you want to know the truth? 

JOE BIDEN HAS NO AUTHENTICITY OR INTEGRITY.

The Silent Majority is stronger than EVER BEFORE! As long as we have your support, Biden will LOSE to President Trump in November.

Sign your name today to proudly stand with your President.",Donald J. Trump,conservative
3538471642850794,"President Trump has spent the past three and a half years fighting for YOU!

It's time to show the Fake News Media and Democrat Elites how STRONG the Silent Majority is.

President Trump needs you to register to vote. This is the Election of our LIFETIME. 

A vote for President Trump is a vote to SAVE America. Register now.",Donald J. Trump,conservative
645987112813566,Give your sweetheart something they'll really love this Valentine's Day. Order by FEBRUARY 7th for Valentine's Day delivery!,Donald J. Trump,conservative
1216195392047494,"I'm pleased to present you this invitation to join the Trump 100 Club.

Trump 100 Club Members are going to be the ones I turn to when I need the advice of the American People. I'll be counting on your feedback to represent the views of millions of voters.

Joining the Trump 100 Club is absolutely paramount to our success, and that’s why I'm calling on YOU to step up and accept my offer. We are only inviting 100 Patriots, so don't miss your chance to be a part of this exclusive group

Please contribute TODAY to join the Trump 100 Club.",Donald J. Trump,conservative
222796928924898,"JUST RELEASED: The Official 'Greeks for Trump' Hat!

Make a statement about YOUR support for President Trump in 2020 
with the OFFICIAL 'Greeks for Trump' Hat. 

SHOP NOW while supplies last!",Donald J. Trump,conservative
237289687372474,"President Trump recognizes how much support you've given him since our movement began.

But most importantly, you've proven yourself to be a true friend.

The President’s birthday is coming up on June 14th, and we want to surprise him with a card signed by his BEST supporters. This is the President’s ONLY Official Birthday Card, and it will NOT be complete without your signature and personal message. Please sign the card TODAY!",Mike Pence,conservative
718880822213474,"If we miss our May fundraising goal, we won't have the resources we need to fight back against the Do-Nothing Democrats. Please contribute ANY AMOUNT by 11:59 TONIGHT and your donation will be 5x MATCHED.",Team Trump,conservative
794827461278530,NORTH CAROLINA: Join President Trump this THURSDAY at 1:00PM! Get your free tickets now >>>,Donald J. Trump,conservative
2866829256976218,"President Trump has spent the past three and a half years fighting for YOU!

He has worked day and night to fight for the forgotten men and women in this country. 

Under the Trump Administration, every single citizen will have equal opportunity and justice, and a chance to live their American dream.",Donald J. Trump,conservative
765876870663820,"After FOUR DECADES in the Washington Swamp, Joe Biden has accomplished nothing. 

He’s just a washed-up, career politician being used as a PAWN by the Radical Left.

The fact is, Sleepy Joe is not the leader of his party. He is the helpless puppet of the Democrats.

Yikes. Does that sound like someone who’s ready to lead a Country?

Please donate now to show the President what you REALLY think about Joe Biden.",Donald J. Trump,conservative
625791731418842,"The United States is doing VERY WELL, thanks to President Trump's STRONG leadership.

We cannot trust the left-wing media to report the TRUTH, which is why President Trump is counting on Patriots, like YOU, to help us break through the Fake News filter.

Please take the Official Trump Approval Poll NOW to tell us what you think.",Team Trump,conservative
1470406129835367,"BREAKING NEWS: Kamala Harris is Joe Biden's running mate.

It's going to be President Trump and Vice President Pence on the ballot against two of our Nation's most RADICAL Democrats: Joe Biden and Kamala Harris.

We know that Joe and Kamala don't stand a chance against President Trump and Vice President Pence, but we cannot ignore the fact that they are being FLOODED with Mega Donor money coming from ELITES who live on the COAST.

It's REAL Americans vs. SOCIALISTS, and President Trump is calling on you to step up and make a statement that AMERICA IS NOT FOR SALE.

Please contribute in the NEXT HOUR to FIGHT for President Trump and your gift will be 600%-MATCHED.>>>",Donald J. Trump,conservative
501671157155559,Just in time for Valentine's Day: EXCLUSIVE I love Trump merchandise!,Donald J. Trump,conservative
185422745880661,Add your name to my OFFICIAL Stand with President Trump Petition to show YOUR support.,Donald J. Trump,conservative
963372514091367,"DEMOCRATS HAVE CHOSEN ILLEGAL IMMIGRANTS OVER THE AMERICAN PEOPLE FOR TOO LONG!

Joe Biden supports giving taxpayer-funded health care to illegal immigrants for FREE. He voted for and supported efforts to GRANT AMNESTY to MILLIONS of illegal immigrants. 

President Trump wants to protect America's borders and END illegal immigration. Stand with President Trump TODAY!",Team Trump,conservative
3538430759541568,Join President Trump this FRIDAY at 7PM! Get your free tickets now >>>,Donald J. Trump,conservative
524849131741468,I plan to review the answers of every Mainstream Media Accountability Survey that is submitted by 9 PM TONIGHT. Make sure I can review your thoughts on the mainstream media. Take the Survey NOW!,Donald J. Trump,conservative
618652992062852,I want to be able to show Senate Democrats a list of the many American voters that will NOT be happy if the wall isn’t built. I need YOUR NAME on the list. Sign our Official Petition to the Senate now!,Donald J. Trump,conservative
646538855977791,"VOTE FOR PRESIDENT TRUMP IN 60 DAYS!

We are only 60 days out from Election Day. 

We need to show President Trump that the Silent Majority is stronger than ever before. 

Show your support today!",Donald J. Trump,conservative
1042312279554285,"President Trump’s plan: 
REDUCES Medicare and prescription drug prices
REDUCES the cost of insulin
CUTS the cost of life-saving medicine

That’s why Big Pharma is attacking President Trump. They liked it better with Joe Biden when healthcare costs SKYROCKETED.",Donald J. Trump,conservative
825630934645796,"TIME IS RUNNING OUT!
Request your ballot today.",Donald J. Trump,conservative
1043713369466740,Join President Trump this MONDAY at 11:00AM! Get your free tickets now >>>,Donald J. Trump,conservative
281127153058661,"Despite all the time that the Left-Wing MOB wastes trying to smear President Trump and the great work he is doing, he is still putting America First with every decision that he makes.

The President knows the Do-Nothing Democrats and the Fake News media won’t ever tell the facts about him and his administration, and that’s why he wants to know what a few respected Republican leaders, like YOU, think.

Please take the Official May Job Approval Poll before 11:59 PM TONIGHT to tell President Trump what you think.",Team Trump,conservative
799232167539794,"BIDEN HAS SPENT THE LAST 47 YEARS BETRAYING THE AMERICAN PEOPLE

President Trump just delivered an EPIC speech and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",Donald J. Trump,conservative
3009813312464133,"Here’s the truth - If you want your children to inherit the blessings that generations of Americans have fought and died to secure, then we must devote everything we have toward victory in 2020.

This is the only way we can save the America we love – and drain the Washington Swamp once and for all.

Please contribute ANY AMOUNT in the NEXT HOUR to our Drain the Swamp Fund and to get on the list my team hands me.",Donald J. Trump,conservative
615161715803804,"Dangerous MOBS of far-left groups are running through our streets and causing absolute mayhem. They are DESTROYING our cities and rioting - it’s absolute madness.

It’s important that EVERY American comes together at a time like this to send a united message that we will not stand for their radical actions any longer. We're calling on YOU to make a public statement and add your name to stand with President Trump against ANTIFA.

Please add your name IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",Team Trump,conservative
3357178361062919,You can now VOTE EARLY in WISCONSIN.,GOP,conservative
179418769812768,Please contribute RIGHT NOW to the EMERGENCY 2020 Impeachment Defense Fund to defend your President from this Impeachment Scam. >>,Donald J. Trump,conservative
669681790357670,"You can now VOTE EARLY in Iowa.

This is the election of our lifetime. It's going to take hard-working Americans, like YOU, turning out to vote against the EXTREME RADICAL-LEFT agenda.

Your country is counting on you. Do your civic duty, and vote Republican.",GOP,conservative
2585594668330371,"Our country is facing a difficult situation right now, but thanks to President Trump’s leadership, we will prevail!

He truly loves this country, and he knows you do too. The US is at its strongest when we come together as one, and we have done just that.

President Trump knows that he can’t trust the Lamestream media to report accurately, so, as one of his most reliable advisors, he’s asked us to reach out to YOU to get YOUR input on his America First Agenda by taking our Official America First Policy Survey.

Please take our Official America First Policy Survey by 11:59 PM TONIGHT to make sure your input is received.",Mike Pence,conservative
365621341155915,"Here’s the truth - If you want your children to inherit the blessings that generations of Americans have fought and died to secure, then we must devote everything we have toward victory in 2020.

This is the only way we can save the America we love – and drain the Washington Swamp once and for all.

Please contribute ANY AMOUNT in the NEXT HOUR to our Drain the Swamp Fund and to get on the list my team hands me.",Donald J. Trump,conservative
394684454892357,President Trump needs you now more than ever. Vote November 3rd.,Donald J. Trump,conservative
264867948292777,"Info on how to register to vote and request mail-in ballots, track election deadlines and more.",Facebook,other
653602492094780,The #2020Census shapes your future — for the next 10 years and beyond.,U.S. Census Bureau,other
228931234835159,U.S. Census Bureau is hiring! Earn $14.00-$25.00 per hour while helping your community.,U.S. Census Bureau,other
1012271392535233,"Info on how to register to vote and request mail-in ballots, track registration deadlines and more.",Facebook,other
890376628087052,"Taylor County , U.S. Census Bureau is hiring! Earn $17.50 per hour while helping your community.",U.S. Census Bureau,other
3423275471015956,2020 年人口普查資料可協助為所有社區提供學校、公園和娛樂項目的資源。你我未來，由此展開。,U.S. Census Bureau,other
555552045419275,{{product.brand}},Facebook,other
695772074364893,"Info on how to register to vote and request mail-in ballots, track registration deadlines and more.",Facebook,other
231237494727064,"Meet Mimi, and shape your future by completing the #2020Census today.",U.S. Census Bureau,other
470819744258570,{{product.brand}},Facebook,other
804897110043033,We have made significant improvements to prepare for the US 2020 elections.,Facebook,other
1517370368421365,"DYK? The #2020Census impacts funding for the things that matter most. Your response impacts your parks, schools, and so much more.",U.S. Census Bureau,other
866749843825586,"You can complete the #2020Census online, by phone, or by mail.",U.S. Census Bureau,other
1109549646226056,{{product.brand}},Facebook,other
198739068555011,{{product.brand}},Facebook,other
811191819517152,{{product.brand}},Facebook,other
512516743094470,{{product.brand}},Facebook,other
280848550013486,每十年一次的人口普查，目的在於統計居住在美國的每一個人。數據越確切，我們社區發展就更有機會獲得公共資金的補助。 你我未來，由此展開。,U.S. Census Bureau,other
593394068147941,Help asylum seekers stuck in border towns! Our teams are on the ground ready to help.,International Rescue Committee,other
318070176384803,{{product.brand}},Facebook,other
3259165690769310,"You can complete the #2020Census online, in no time at all.",U.S. Census Bureau,other
683277962594369,We're working hard to stop foreign interference in our elections by keeping bad actors off our platforms.,Facebook,other
848993175553663,"Do I count my grandbaby who can never keep both socks on? Yes, if they live with you on April 1, count them.",U.S. Census Bureau,other
826220664572807,We're working hard to stop foreign interference in our elections by keeping bad actors off our platforms.,Facebook,other
490658255388970,{{product.brand}},Facebook,other
